model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,84.26429542099959,84.94118428230286,3.385838999747648,8.037350999984483,20.58669299913163,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_11-03-24
MLP,1,15,0.001,2000,2000,Sigmoid(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,602,1080,64.84579054599999,65.49870944023132,0.6077660000300966,1.3437340003292775,4.084033999788517,0.1382544318569875,0.2882497148627566,0.15435467133129824,0.12793376552730118,0.38421809870965046,0.22673152008910666,0.21325207335987204,2026-09-15_11-04-49
MLP,1,104,0.01,2000,2000,Sigmoid(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,22674,44512,62.76390718100083,63.514596939086914,11.247864999859303,23.95985000021028,58.65592700047273,0.019046762363362398,0.33937346731043255,0.02193414224810039,0.017195877821863687,0.4113860414688151,0.29321156079864896,0.17921011483689747,2026-09-15_11-05-54
MLP,3,90,0.01,2000,2000,Sigmoid(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,78.23035263200018,78.93109273910522,3.5641989998111967,7.259592999616871,19.720452000001387,0.010624017584304233,0.13016319974857496,0.023061263342330544,0.0026514241496719817,0.18750913888589787,0.09340298235285506,0.0703936086664396,2026-09-15_11-06-58
MLP,2,15,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1082,1980,69.49120775400024,70.16841840744019,0.7301599998754682,3.6012909995406517,9.794167000109155,0.02552314066204306,0.10211947919433098,0.021497002030443663,0.028103998759222166,0.12227109746485475,0.08920177517476445,0.06382130992818702,2026-09-15_11-08-16
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,75.74250282699995,76.41690587997437,3.515073000016855,8.238020000135293,20.759692999490653,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_11-09-27
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,77.94755851600075,78.6900908946991,10.487266999916756,9.038662999955704,22.924687000340782,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_11-10-43
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,78.49844386400036,79.20897126197815,3.4678029996939586,8.146361999934015,20.725244000459497,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_11-12-02
MLP,3,15,0.01,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1562,2880,76.70026240800053,77.3893473148346,0.9368099999846891,5.310728000040399,15.52934000028472,0.003000156845766706,0.007302292840033567,0.002768354602343754,0.0031487480274480857,0.01062879023323705,0.005169922716185183,0.005151224842900136,2026-09-15_11-13-21
MLP,2,90,0.01,2000,2000,Tanh(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,33482,65880,67.28773384800024,68.07687401771545,14.901354999892646,34.54983000028733,62.98518099993089,0.0048524384887367765,0.019819673325619243,0.009468475499834997,0.0018934404046994564,0.026015695185665055,0.015847864440974493,0.01233605590717801,2026-09-15_11-14-38
